match_id,market_type,outcome,team_code,ticker,last_price,volume,kickoff
WC26-BEL-IRI-2026-06-21,match_1x2,draw,TIE,KXWCGAME-26JUN21BELIRI-TIE,0.5000,0,2026-06-21
WC26-BEL-IRI-2026-06-21,match_1x2,away,IRI,KXWCGAME-26JUN21BELIRI-IRI,0.4500,0,2026-06-21
WC26-BEL-IRI-2026-06-21,match_1x2,home,BEL,KXWCGAME-26JUN21BELIRI-BEL,0.7900,0,2026-06-21
WC26-TUN-JPN-2026-06-21,match_1x2,home,TUN,KXWCGAME-26JUN21TUNJPN-TUN,0.3800,0,2026-06-21
WC26-TUN-JPN-2026-06-21,match_1x2,draw,TIE,KXWCGAME-26JUN21TUNJPN-TIE,0.5000,0,2026-06-21
WC26-TUN-JPN-2026-06-21,match_1x2,away,JPN,KXWCGAME-26JUN21TUNJPN-JPN,0.6000,0,2026-06-21
WC26-ESP-KSA-2026-06-21,match_1x2,draw,TIE,KXWCGAME-26JUN21ESPKSA-TIE,0.0700,0,2026-06-21
WC26-ESP-KSA-2026-06-21,match_1x2,away,KSA,KXWCGAME-26JUN21ESPKSA-KSA,0.1000,0,2026-06-21
WC26-ESP-KSA-2026-06-21,match_1x2,home,ESP,KXWCGAME-26JUN21ESPKSA-ESP,0.8400,0,2026-06-21
WC26-ECU-CUW-2026-06-20,match_1x2,draw,TIE,KXWCGAME-26JUN20ECUCUW-TIE,0.0500,0,2026-06-20
WC26-ECU-CUW-2026-06-20,match_1x2,home,ECU,KXWCGAME-26JUN20ECUCUW-ECU,0.6500,0,2026-06-20
WC26-ECU-CUW-2026-06-20,match_1x2,away,CUW,KXWCGAME-26JUN20ECUCUW-CUW,0.0300,0,2026-06-20
WC26-BRA-HTI-2026-06-19,match_1x2,draw,TIE,KXWCGAME-26JUN19BRAHTI-TIE,0.0300,0,2026-06-19
WC26-BRA-HTI-2026-06-19,match_1x2,away,HTI,KXWCGAME-26JUN19BRAHTI-HTI,0.0900,0,2026-06-19
WC26-BRA-HTI-2026-06-19,match_1x2,home,BRA,KXWCGAME-26JUN19BRAHTI-BRA,0.9500,0,2026-06-19
WC26-GER-CIV-2026-06-20,match_1x2,draw,TIE,KXWCGAME-26JUN20GERCIV-TIE,0.0000,0,2026-06-20
WC26-GER-CIV-2026-06-20,match_1x2,home,GER,KXWCGAME-26JUN20GERCIV-GER,0.7600,0,2026-06-20
WC26-GER-CIV-2026-06-20,match_1x2,away,CIV,KXWCGAME-26JUN20GERCIV-CIV,0.3500,0,2026-06-20
WC26-SCO-MAR-2026-06-19,match_1x2,draw,TIE,KXWCGAME-26JUN19SCOMAR-TIE,0.0600,0,2026-06-19
WC26-SCO-MAR-2026-06-19,match_1x2,home,SCO,KXWCGAME-26JUN19SCOMAR-SCO,0.5800,0,2026-06-19
WC26-SCO-MAR-2026-06-19,match_1x2,away,MAR,KXWCGAME-26JUN19SCOMAR-MAR,0.6900,0,2026-06-19
WC26-USA-AUS-2026-06-19,match_1x2,home,USA,KXWCGAME-26JUN19USAAUS-USA,0.5500,0,2026-06-19
WC26-USA-AUS-2026-06-19,match_1x2,draw,TIE,KXWCGAME-26JUN19USAAUS-TIE,0.1200,0,2026-06-19
WC26-USA-AUS-2026-06-19,match_1x2,away,AUS,KXWCGAME-26JUN19USAAUS-AUS,0.4000,0,2026-06-19
WC26-MEX-KOR-2026-06-18,match_1x2,draw,TIE,KXWCGAME-26JUN18MEXKOR-TIE,0.4000,0,2026-06-18
WC26-MEX-KOR-2026-06-18,match_1x2,home,MEX,KXWCGAME-26JUN18MEXKOR-MEX,0.5500,0,2026-06-18
WC26-MEX-KOR-2026-06-18,match_1x2,away,KOR,KXWCGAME-26JUN18MEXKOR-KOR,0.4500,0,2026-06-18
WC26-UZB-COL-2026-06-17,match_1x2,home,UZB,KXWCGAME-26JUN17UZBCOL-UZB,0.1500,0,2026-06-17
WC26-UZB-COL-2026-06-17,match_1x2,draw,TIE,KXWCGAME-26JUN17UZBCOL-TIE,0.2000,0,2026-06-17
WC26-UZB-COL-2026-06-17,match_1x2,away,COL,KXWCGAME-26JUN17UZBCOL-COL,0.7100,0,2026-06-17
WC26-ENG-CRO-2026-06-17,match_1x2,draw,TIE,KXWCGAME-26JUN17ENGCRO-TIE,0.2500,0,2026-06-17
WC26-ENG-CRO-2026-06-17,match_1x2,home,ENG,KXWCGAME-26JUN17ENGCRO-ENG,0.5800,0,2026-06-17
WC26-ENG-CRO-2026-06-17,match_1x2,away,CRO,KXWCGAME-26JUN17ENGCRO-CRO,0.1900,0,2026-06-17
WC26-CAN-QAT-2026-06-18,match_1x2,draw,TIE,KXWCGAME-26JUN18CANQAT-TIE,0.3600,0,2026-06-18
WC26-CAN-QAT-2026-06-18,match_1x2,away,QAT,KXWCGAME-26JUN18CANQAT-QAT,0.3200,0,2026-06-18
WC26-CAN-QAT-2026-06-18,match_1x2,home,CAN,KXWCGAME-26JUN18CANQAT-CAN,0.6900,0,2026-06-18
WC26-GHA-PAN-2026-06-17,match_1x2,draw,TIE,KXWCGAME-26JUN17GHAPAN-TIE,0.2600,0,2026-06-17
WC26-GHA-PAN-2026-06-17,match_1x2,away,PAN,KXWCGAME-26JUN17GHAPAN-PAN,0.2800,0,2026-06-17
WC26-GHA-PAN-2026-06-17,match_1x2,home,GHA,KXWCGAME-26JUN17GHAPAN-GHA,0.4800,0,2026-06-17
WC26-AUT-JOR-2026-06-17,match_1x2,draw,TIE,KXWCGAME-26JUN17AUTJOR-TIE,0.1400,0,2026-06-17
WC26-AUT-JOR-2026-06-17,match_1x2,away,JOR,KXWCGAME-26JUN17AUTJOR-JOR,0.5600,0,2026-06-17
WC26-AUT-JOR-2026-06-17,match_1x2,home,AUT,KXWCGAME-26JUN17AUTJOR-AUT,0.7300,0,2026-06-17
WC26-ARG-DZA-2026-06-16,match_1x2,draw,TIE,KXWCGAME-26JUN16ARGDZA-TIE,0.1600,0,2026-06-16
WC26-ARG-DZA-2026-06-16,match_1x2,away,DZA,KXWCGAME-26JUN16ARGDZA-DZA,0.1400,0,2026-06-16
WC26-ARG-DZA-2026-06-16,match_1x2,home,ARG,KXWCGAME-26JUN16ARGDZA-ARG,0.7400,0,2026-06-16
WC26-FRA-SEN-2026-06-16,match_1x2,draw,TIE,KXWCGAME-26JUN16FRASEN-TIE,0.1900,0,2026-06-16
WC26-FRA-SEN-2026-06-16,match_1x2,away,SEN,KXWCGAME-26JUN16FRASEN-SEN,0.1400,0,2026-06-16
WC26-FRA-SEN-2026-06-16,match_1x2,home,FRA,KXWCGAME-26JUN16FRASEN-FRA,0.7200,0,2026-06-16
WC26-IRI-NZL-2026-06-15,match_1x2,draw,TIE,KXWCGAME-26JUN15IRINZL-TIE,0.3700,0,2026-06-15
